47695.0,2.0,0.54,0.32,0.8,0.0,0.0,0.0,0.0
47742.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
47789.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
47835.0,2.0,0.54,0.32,0.8,0.0,0.0,0.0,0.0
47882.0,2.0,0.54,0.32,0.8,0.0,0.0,0.0,0.0
47929.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
47976.0,2.0,0.54,0.33,0.8,0.0,0.0,0.0,0.0
48023.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
48070.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
48117.0,2.0,0.54,0.32,0.8,0.0,0.0,0.0,0.0
48164.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
48179.0,2.0,0.0,0.0,0.0,1006.58,0.0,0.0,0.0
48187.0,2.0,0.0,0.0,0.0,0.0,28.62,87.6,55.24
48226.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
48273.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
48320.0,2.0,0.55,0.33,0.79,0.0,0.0,0.0,0.0
48367.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
48414.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
48460.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
48507.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
48554.0,2.0,0.55,0.32,0.79,0.0,0.0,0.0,0.0
48601.0,2.0,0.54,0.32,0.79,0.0,0.0,0.0,0.0
48648.0,2.0,0.54,0.32,0.8,0.0,0.0,0.0,0.0
48679.0,2.0,0.0,0.0,0.0,1006.61,0.0,0.0,0.0
96179.0,2.0,0.0,0.0,0.0,1006.53,0.0,0.0,0.0
96187.0,2.0,0.0,0.0,0.0,0.0,28.156,110.16,53.39
96226.0,2.0,0.87,0.17,0.59,0.0,0.0,0.0,0.0
96273.0,2.0,0.85,0.14,0.57,0.0,0.0,0.0,0.0
96320.0,2.0,0.82,0.09,0.54,0.0,0.0,0.0,0.0
96367.0,2.0,0.79,0.08,0.54,0.0,0.0,0.0,0.0
96414.0,2.0,0.74,0.07,0.51,0.0,0.0,0.0,0.0
96460.0,2.0,0.77,0.16,0.41,0.0,0.0,0.0,0.0
96507.0,2.0,0.75,0.16,0.46,0.0,0.0,0.0,0.0
96554.0,2.0,0.74,0.23,0.51,0.0,0.0,0.0,0.0
96601.0,2.0,0.71,0.26,0.51,0.0,0.0,0.0,0.0
96648.0,2.0,0.67,0.28,0.51,0.0,0.0,0.0,0.0
96679.0,2.0,0.0,0.0,0.0,1006.53,0.0,0.0,0.0
96695.0,2.0,0.66,0.27,0.55,0.0,0.0,0.0,0.0
96742.0,2.0,0.66,0.3,0.56,0.0,0.0,0.0,0.0
96789.0,2.0,0.71,0.31,0.6,0.0,0.0,0.0,0.0
96835.0,2.0,0.76,0.35,0.67,0.0,0.0,0.0,0.0
96882.0,2.0,0.8,0.34,0.75,0.0,0.0,0.0,0.0
96929.0,2.0,0.83,0.18,0.72,0.0,0.0,0.0,0.0
96976.0,2.0,0.81,0.13,0.62,0.0,0.0,0.0,0.0
97023.0,2.0,0.69,0.14,0.63,0.0,0.0,0.0,0.0
97070.0,2.0,0.69,0.12,0.62,0.0,0.0,0.0,0.0
97117.0,2.0,0.72,0.14,0.7,0.0,0.0,0.0,0.0
97164.0,3.0,0.75,0.16,0.75,0.0,0.0,0.0,0.0
97179.0,3.0,0.0,0.0,0.0,1006.58,0.0,0.0,0.0
97187.0,3.0,0.0,0.0,0.0,0.0,28.156,124.8,53.3
97226.0,3.0,0.69,0.08,0.8,0.0,0.0,0.0,0.0
97273.0,3.0,0.64,0.1,0.81,0.0,0.0,0.0,0.0
97320.0,3.0,0.53,0.07,0.89,0.0,0.0,0.0,0.0
97367.0,3.0,0.53,0.14,0.92,0.0,0.0,0.0,0.0
97414.0,3.0,0.55,0.09,0.89,0.0,0.0,0.0,0.0
97460.0,3.0,0.63,0.1,0.85,0.0,0.0,0.0,0.0
97507.0,3.0,0.69,0.12,0.76,0.0,0.0,0.0,0.0
97554.0,3.0,0.77,0.09,0.59,0.0,0.0,0.0,0.0
97601.0,3.0,0.87,0.12,0.5,0.0,0.0,0.0,0.0
97648.0,3.0,1.01,0.0,0.44,0.0,0.0,0.0,0.0
97679.0,3.0,0.0,0.0,0.0,1006.64,0.0,0.0,0.0
97695.0,3.0,1.06,0.0,0.36,0.0,0.0,0.0,0.0
97742.0,3.0,1.09,-0.04,0.23,0.0,0.0,0.0,0.0
97789.0,3.0,1.11,-0.09,0.2,0.0,0.0,0.0,0.0
97835.0,3.0,1.05,-0.07,0.2,0.0,0.0,0.0,0.0
97882.0,3.0,0.93,-0.11,0.17,0.0,0.0,0.0,0.0
97929.0,3.0,0.86,-0.07,0.16,0.0,0.0,0.0,0.0
97976.0,3.0,0.83,-0.02,0.22,0.0,0.0,0.0,0.0
98023.0,3.0,0.84,-0.03,0.24,0.0,0.0,0.0,0.0
98070.0,3.0,0.86,0.0,0.29,0.0,0.0,0.0,0.0
98117.0,3.0,0.88,0.11,0.39,0.0,0.0,0.0,0.0
161242.0,3.0,0.81,0.09,0.04,0.0,0.0,0.0,0.0
161289.0,3.0,0.85,0.07,0.03,0.0,0.0,0.0,0.0
161335.0,3.0,0.95,0.1,0.09,0.0,0.0,0.0,0.0
161382.0,3.0,1.08,0.07,0.12,0.0,0.0,0.0,0.0
161429.0,3.0,1.17,0.03,0.1,0.0,0.0,0.0,0.0
161476.0,3.0,1.25,-0.03,0.07,0.0,0.0,0.0,0.0
161523.0,3.0,1.4,-0.11,-0.01,0.0,0.0,0.0,0.0
161570.0,3.0,1.25,-0.14,-0.03,0.0,0.0,0.0,0.0
161617.0,3.0,1.13,-0.12,-0.07,0.0,0.0,0.0,0.0
161664.0,3.0,1.08,-0.27,-0.18,0.0,0.0,0.0,0.0
161695.0,3.0,0.0,0.0,0.0,1006.49,0.0,0.0,0.0
161710.0,3.0,1.11,-0.25,-0.17,0.0,0.0,0.0,0.0
161757.0,3.0,0.97,-0.15,-0.11,0.0,0.0,0.0,0.0
161804.0,3.0,0.97,-0.1,-0.09,0.0,0.0,0.0,0.0
161851.0,3.0,0.98,-0.14,-0.08,0.0,0.0,0.0,0.0
161898.0,3.0,0.85,-0.06,-0.07,0.0,0.0,0.0,0.0
161945.0,3.0,0.78,-0.06,0.06,0.0,0.0,0.0,0.0
161992.0,3.0,0.82,-0.08,0.1,0.0,0.0,0.0,0.0
162039.0,3.0,0.83,-0.08,0.13,0.0,0.0,0.0,0.0
162085.0,3.0,0.88,-0.02,0.18,0.0,0.0,0.0,0.0
162132.0,3.0,1.02,0.04,0.1,0.0,0.0,0.0,0.0
162179.0,3.0,1.51,-0.03,0.11,0.0,0.0,0.0,0.0
162195.0,7.0,0.0,0.0,0.0,1006.52,27.375,106.24,99.99
162242.0,7.0,1.29,0.03,0.15,0.0,0.0,0.0,0.0
162289.0,7.0,1.2,0.04,0.07,0.0,0.0,0.0,0.0
162335.0,7.0,1.13,0.0,0.08,0.0,0.0,0.0,0.0
162382.0,7.0,0.92,0.01,0.1,0.0,0.0,0.0,0.0
162429.0,7.0,0.72,0.07,0.1,0.0,0.0,0.0,0.0
162476.0,7.0,0.63,0.06,0.08,0.0,0.0,0.0,0.0
162523.0,7.0,0.67,0.0,0.05,0.0,0.0,0.0,0.0
162570.0,7.0,0.88,0.03,-0.02,0.0,0.0,0.0,0.0
162617.0,7.0,1.12,0.0,-0.03,0.0,0.0,0.0,0.0
162664.0,7.0,1.2,0.09,0.1,0.0,0.0,0.0,0.0
162695.0,7.0,0.0,0.0,0.0,1006.39,0.0,0.0,0.0
162710.0,7.0,1.42,0.01,-0.08,0.0,0.0,0.0,0.0
162757.0,7.0,1.36,-0.05,0.03,0.0,0.0,0.0,0.0
162804.0,7.0,1.15,-0.05,0.14,0.0,0.0,0.0,0.0
162851.0,7.0,1.06,-0.19,-0.09,0.0,0.0,0.0,0.0
162898.0,7.0,0.94,-0.11,-0.05,0.0,0.0,0.0,0.0
162945.0,7.0,0.76,-0.03,0.16,0.0,0.0,0.0,0.0
162992.0,7.0,0.66,0.0,0.2,0.0,0.0,0.0,0.0
163039.0,7.0,0.67,-0.04,0.13,0.0,0.0,0.0,0.0
163085.0,7.0,0.79,-0.04,0.14,0.0,0.0,0.0,0.0
163132.0,7.0,0.95,0.0,0.1,0.0,0.0,0.0,0.0
163179.0,7.0,1.07,0.0,0.09,0.0,0.0,0.0,0.0
178250.0,7.0,1.25,0.22,-0.14,0.0,0.0,0.0,0.0
178296.0,7.0,1.2,0.03,-0.24,0.0,0.0,0.0,0.0
178343.0,7.0,1.01,0.01,-0.2,0.0,0.0,0.0,0.0
178390.0,7.0,0.89,0.03,-0.09,0.0,0.0,0.0,0.0
178437.0,7.0,0.77,0.09,0.02,0.0,0.0,0.0,0.0
178484.0,7.0,0.72,0.2,0.12,0.0,0.0,0.0,0.0
178531.0,7.0,0.67,0.15,0.01,0.0,0.0,0.0,0.0
178578.0,7.0,0.67,0.14,-0.01,0.0,0.0,0.0,0.0
178625.0,7.0,0.76,0.2,-0.05,0.0,0.0,0.0,0.0
178671.0,7.0,0.83,0.27,-0.09,0.0,0.0,0.0,0.0
178695.0,7.0,0.0,0.0,0.0,1006.7,0.0,0.0,0.0
178718.0,7.0,0.94,0.32,-0.08,0.0,0.0,0.0,0.0
178765.0,7.0,1.03,0.28,-0.17,0.0,0.0,0.0,0.0
178812.0,7.0,1.18,0.22,-0.19,0.0,0.0,0.0,0.0
