# Accelerometer Data File
# Started @Fri Mar 02 22:02:25 GMT+08:00 2018
#
#
# sensor Vendor: STMicroelectronics
# sensor Name: LSM6DS3 Accelerometer
# sensor Resolution: 0.0023956299m/sec^2; Max Range: 39.22661; Min Delay: 5000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the ","
# X,Y,Z,time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
0.481,1.546,10.159,5
0.504,1.542,10.175,5
0.52,1.529,10.188,5
0.507,1.525,10.174,5
0.479,1.527,10.162,4
0.476,1.535,10.139,5
0.464,1.538,10.122,5
0.482,1.541,10.102,5
0.475,1.526,10.104,5
0.466,1.507,10.128,5
0.475,1.508,10.153,5
0.49,1.519,10.204,5
0.484,1.545,10.254,5
0.493,1.564,10.298,5
0.488,1.575,10.348,4
0.479,1.581,10.351,5
0.491,1.62,10.365,5
0.452,1.647,10.4,5
0.422,1.626,10.425,5
0.39,1.626,10.481,5
0.388,1.621,10.512,5
0.391,1.597,10.547,5
0.409,1.589,10.554,5
0.403,1.553,10.545,5
0.376,1.534,10.51,5
0.37,1.501,10.478,4
0.362,1.474,10.473,5
0.332,1.481,10.463,5
0.313,1.478,10.479,5
0.315,1.487,10.49,5
0.317,1.502,10.5,5
0.302,1.513,10.547,5
0.296,1.533,10.576,5
0.294,1.546,10.579,5
0.294,1.55,10.602,5
0.301,1.551,10.585,4
0.315,1.526,10.56,5
0.324,1.54,10.517,5
0.336,1.547,10.463,5
0.327,1.546,10.455,5
0.369,1.538,10.438,5
0.409,1.556,10.427,5
0.439,1.557,10.412,5
0.47,1.563,10.423,5
0.49,1.571,10.449,5
0.487,1.571,10.458,4
0.504,1.523,10.476,5
0.485,1.53,10.486,5
0.493,1.517,10.492,5
0.483,1.517,10.531,5
0.487,1.519,10.537,5
0.451,1.502,10.536,5
0.458,1.522,10.542,5
0.477,1.523,10.504,5
0.482,1.505,10.454,5
0.467,1.49,10.377,5
0.461,1.484,10.316,5
0.467,1.46,10.223,4
0.476,1.441,10.19,5
0.459,1.447,10.157,5
0.443,1.456,10.162,5
0.42,1.428,10.176,5
0.408,1.437,10.224,5
0.391,1.441,10.262,5
0.416,1.459,10.279,5
0.451,1.448,10.297,5
0.461,1.442,10.309,5
0.464,1.446,10.317,4
0.461,1.453,10.315,5
0.453,1.459,10.319,5
0.436,1.448,10.303,5
0.439,1.45,10.323,5
0.402,1.425,10.344,5
0.392,1.399,10.378,5
0.374,1.385,10.396,5
0.363,1.375,10.462,5
0.362,1.359,10.49,5
0.394,1.341,10.512,4
0.374,1.37,10.523,5
0.396,1.369,10.519,5
0.411,1.405,10.504,5
0.404,1.418,10.462,5
0.421,1.435,10.423,5
0.422,1.456,10.399,5
0.447,1.479,10.381,5
0.436,1.509,10.359,5
0.426,1.519,10.351,5
0.426,1.521,10.35,5
0.387,1.519,10.352,4
0.384,1.513,10.376,5
0.361,1.503,10.397,5
0.357,1.469,10.431,5
0.354,1.472,10.458,5
0.361,1.444,10.466,5
0.362,1.428,10.448,5
0.349,1.414,10.419,5
0.347,1.44,10.418,5
0.348,1.437,10.399,5
0.333,1.452,10.374,5
0.362,1.46,10.362,4
0.35,1.491,10.34,5
0.39,1.474,10.34,5
0.404,1.472,10.33,5
0.429,1.473,10.342,5
0.453,1.485,10.374,5
0.445,1.462,10.384,5
0.44,1.475,10.418,5
0.423,1.474,10.437,5
0.431,1.459,10.463,5
0.441,1.463,10.475,4
0.453,1.466,10.47,5
0.447,1.446,10.458,5
0.446,1.456,10.429,5
0.436,1.455,10.402,5
0.439,1.465,10.37,5
0.42,1.459,10.342,5
0.436,1.466,10.334,5
0.418,1.454,10.324,5
0.41,1.466,10.336,5
0.406,1.467,10.381,5
0.404,1.477,10.401,4
0.406,1.49,10.421,5
0.436,1.474,10.421,5
0.466,1.48,10.409,5
0.46,1.467,10.384,5
0.465,1.471,10.377,5
0.466,1.453,10.369,5
0.463,1.448,10.363,5
0.441,1.432,10.346,5
0.453,1.43,10.356,5
0.482,1.438,10.338,4
0.491,1.456,10.354,5
0.477,1.463,10.342,5
0.496,1.481,10.329,5
0.489,1.477,10.317,5
0.481,1.467,10.316,5
0.482,1.458,10.326,5
0.475,1.44,10.327,5
0.472,1.419,10.347,5
0.469,1.422,10.335,5
0.476,1.411,10.335,5
0.465,1.419,10.357,5
0.485,1.408,10.356,4
0.501,1.411,10.375,5
0.536,1.418,10.396,5
0.556,1.44,10.394,5
0.564,1.46,10.408,5
0.583,1.44,10.395,5
0.573,1.44,10.374,5
0.55,1.462,10.371,5
0.504,1.442,10.369,5
0.483,1.431,10.346,5
0.476,1.456,10.346,4
0.471,1.468,10.317,5
0.47,1.489,10.301,5
0.477,1.514,10.297,5
0.49,1.525,10.265,5
0.483,1.526,10.236,5
0.484,1.536,10.222,5
0.452,1.535,10.217,5
0.428,1.522,10.206,5
0.409,1.52,10.218,5
0.421,1.496,10.225,5
0.427,1.483,10.242,4
0.427,1.459,10.269,5
0.423,1.46,10.302,5
0.421,1.447,10.345,5
0.393,1.45,10.365,5
0.376,1.469,10.383,5
0.359,1.462,10.385,5
0.366,1.467,10.405,5
0.361,1.507,10.417,5
0.37,1.509,10.464,5
0.359,1.535,10.494,4
0.361,1.55,10.519,5
0.355,1.552,10.563,5
0.366,1.556,10.555,5
0.368,1.523,10.545,5
0.391,1.497,10.535,5
0.39,1.478,10.516,5
0.39,1.458,10.506,5
0.414,1.455,10.494,5
0.412,1.431,10.484,5
0.458,1.419,10.505,5
0.461,1.43,10.514,4
0.471,1.431,10.533,5
0.501,1.426,10.522,5
0.51,1.438,10.518,5
0.508,1.473,10.529,5
0.491,1.485,10.555,5
0.482,1.501,10.534,5
0.485,1.528,10.522,5
0.488,1.529,10.516,5
0.495,1.517,10.525,5
0.485,1.519,10.508,4
0.473,1.516,10.494,5
0.452,1.503,10.468,5
0.461,1.477,10.449,5
0.458,1.461,10.409,5
0.445,1.481,10.413,5
0.436,1.468,10.4,5
0.437,1.471,10.42,5
0.429,1.465,10.409,5
0.427,1.479,10.407,5
0.422,1.487,10.389,5
0.406,1.509,10.362,4
0.415,1.535,10.359,5
0.399,1.538,10.352,5
0.391,1.539,10.356,5
0.362,1.556,10.338,5
0.342,1.539,10.323,5
0.327,1.519,10.308,5
0.329,1.496,10.296,5
0.33,1.48,10.291,5
0.348,1.461,10.283,5
0.347,1.45,10.308,5
0.354,1.455,10.329,4
0.348,1.444,10.37,5
0.329,1.467,10.389,5
0.321,1.465,10.397,5
0.359,1.463,10.4,5
0.392,1.477,10.403,5
0.394,1.492,10.413,5
0.403,1.509,10.409,5
0.403,1.513,10.408,5
0.397,1.501,10.39,5
0.396,1.501,10.366,4
0.405,1.528,10.326,5
0.381,1.496,10.31,5
0.378,1.517,10.302,5
0.368,1.514,10.304,5
0.4,1.504,10.316,5
0.4,1.522,10.322,5
0.411,1.56,10.328,5
0.411,1.563,10.322,5
0.427,1.564,10.321,5
0.426,1.563,10.316,5
0.416,1.571,10.298,4
0.399,1.559,10.293,5
0.408,1.552,10.303,5
0.42,1.539,10.302,5
0.431,1.532,10.322,5
0.451,1.541,10.342,5
0.455,1.544,10.358,5
0.485,1.55,10.359,5
0.527,1.574,10.348,5
0.54,1.584,10.32,5
0.57,1.638,10.262,4
0.609,1.669,10.211,5
0.672,1.706,10.161,5
0.729,1.736,10.132,5
0.764,1.743,10.11,5
0.793,1.772,10.094,5
0.853,1.782,10.108,5
0.866,1.803,10.104,5
0.885,1.801,10.114,5
0.885,1.81,10.127,5
0.921,1.834,10.121,5
0.964,1.808,10.097,4
1.018,1.825,10.066,5
1.06,1.814,10.061,5
1.13,1.787,10.043,5
1.155,1.775,10.012,5
1.216,1.769,10.018,5
1.246,1.74,10.052,5
1.287,1.72,10.068,5
1.323,1.697,10.131,5
1.367,1.661,10.212,5
1.374,1.631,10.281,5
1.419,1.56,10.338,4
1.45,1.503,10.397,5
1.481,1.436,10.458,5
1.489,1.401,10.473,5
1.451,1.371,10.449,5
1.403,1.359,10.396,5
1.399,1.352,10.279,5
1.337,1.358,10.144,5
1.31,1.379,9.993,5
1.285,1.377,9.876,5
1.268,1.392,9.739,4
1.25,1.414,9.613,5
1.263,1.437,9.464,5
1.271,1.469,9.339,5
1.246,1.497,9.217,5
1.225,1.499,9.104,5
1.204,1.51,8.982,5
1.204,1.501,8.861,5
1.204,1.485,8.761,5
1.231,1.486,8.665,5
1.271,1.468,8.632,4
1.28,1.483,8.592,5
1.277,1.461,8.614,5
1.317,1.462,8.611,5
1.958,1.425,9.001,5
1.736,1.458,8.839,5
1.402,1.505,8.524,5
1.247,1.538,8.317,5
1.176,1.514,8.204,5
1.164,1.447,8.124,5
1.165,1.374,8.078,5
1.139,1.296,8.096,5
1.147,1.233,8.047,4
1.115,1.194,8.026,5
1.078,1.173,8.023,5
1.044,1.169,8.024,5
1.045,1.161,8.014,5
1.085,1.115,8.017,5
1.152,1.057,8.067,5
1.213,0.992,8.09,5
1.307,0.931,8.128,5
1.407,0.913,8.16,5
1.592,0.942,8.286,4
1.958,1.034,8.602,5
2.004,1.187,8.728,5
1.76,1.279,8.48,5
1.576,1.386,8.267,5
1.517,1.472,8.039,5
1.567,1.529,7.831,5
1.66,1.556,7.636,5
1.749,1.552,7.445,5
1.809,1.571,7.305,5
1.825,1.588,7.172,5
1.785,1.587,7.088,4
1.724,1.542,7.026,5
1.611,1.453,6.967,5
1.545,1.373,6.923,5
1.554,1.258,6.934,5
1.642,1.13,6.954,5
1.722,1.005,6.952,5
1.76,0.861,6.983,5
1.726,0.752,7.007,5
1.689,0.663,7.049,5
1.636,0.634,7.088,4
1.562,0.564,7.083,5
1.545,0.47,7.02,5
1.563,0.375,6.942,5
1.653,0.253,6.86,5
1.755,0.109,6.754,5
1.807,-0.02,6.713,5
1.773,-0.132,6.736,5
1.666,-0.169,6.931,5
1.551,-0.138,7.262,5
1.434,-0.08,7.639,4
1.324,-0.024,8.072,5
1.247,-0.037,8.447,5
1.294,-0.084,8.762,5
1.395,-0.205,8.976,5
1.533,-0.341,9.113,5
1.657,-0.457,9.148,5
1.788,-0.518,9.145,5
1.971,-0.559,9.097,5
2.19,-0.514,9.103,5
2.37,-0.444,9.174,5
2.522,-0.355,9.266,4
2.703,-0.264,9.404,5
2.916,-0.184,9.553,5
3.22,-0.097,9.731,5
3.464,-0.017,9.871,5
3.576,0.013,10.004,5
3.512,0.019,10.18,5
3.353,0.023,10.38,5
3.169,0.024,10.576,5
3.006,-0.005,10.821,5
2.776,-0.079,11.103,5
2.536,-0.146,11.456,4
2.363,-0.215,11.786,5
2.285,-0.307,12.076,5
2.266,-0.42,12.264,5
2.303,-0.507,12.363,5
2.441,-0.614,12.351,5
2.693,-0.73,12.296,5
3.037,-0.864,12.139,5
3.396,-1.006,11.932,5
3.675,-1.157,11.717,5
3.81,-1.217,11.572,5
3.829,-1.202,11.515,4
3.762,-1.147,11.608,5
3.711,-1.016,11.919,5
3.705,-0.883,12.466,5
3.726,-0.703,13.217,5
3.731,-0.583,14.063,5
3.645,-0.543,14.788,5
3.496,-0.571,15.391,5
3.421,-0.683,15.852,5
3.356,-0.818,16.192,5
3.278,-1.001,16.408,4
3.186,-1.169,16.517,5
3.053,-1.343,16.456,5
2.926,-1.487,16.296,5
2.883,-1.617,16.0,5
2.869,-1.726,15.683,5
2.901,-1.802,15.33,5
2.948,-1.833,14.999,5
3.03,-1.816,14.766,5
3.077,-1.768,14.512,5
3.086,-1.677,14.352,5
3.09,-1.588,14.263,4
3.095,-1.517,14.244,5
3.111,-1.46,14.292,5
3.141,-1.428,14.386,5
3.2,-1.468,14.502,5
3.273,-1.506,14.537,5
3.34,-1.56,14.557,5
3.377,-1.627,14.59,5
3.347,-1.67,14.65,5
3.298,-1.701,14.693,5
3.26,-1.73,14.738,4
3.21,-1.728,14.77,5
3.137,-1.737,14.766,5
3.066,-1.719,14.75,5
2.988,-1.72,14.732,5
2.927,-1.682,14.725,5
2.877,-1.653,14.682,5
2.859,-1.596,14.605,5
2.826,-1.594,14.524,5
2.817,-1.566,14.387,5
2.847,-1.571,14.206,5
2.86,-1.546,14.025,4
2.884,-1.51,13.807,5
2.878,-1.448,13.573,5
2.864,-1.377,13.359,5
2.846,-1.275,13.119,5
2.883,-1.17,12.874,5
2.924,-1.05,12.6,5
2.979,-0.967,12.349,5
3.04,-0.865,12.086,5
3.107,-0.782,11.822,5
3.181,-0.745,11.551,5
3.251,-0.706,11.285,4
3.332,-0.671,11.023,5
3.402,-0.682,10.758,5
3.506,-0.681,10.5,5
3.572,-0.672,10.243,5
3.63,-0.69,10.049,5
3.61,-0.696,9.919,5
3.598,-0.697,9.875,5
3.519,-0.715,9.854,5
3.45,-0.745,9.876,5
3.39,-0.787,9.918,4
3.299,-0.866,9.987,5
3.198,-0.967,10.095,5
3.085,-1.09,10.165,5
2.946,-1.239,10.231,5
2.759,-1.408,10.262,5
2.567,-1.61,10.247,5
2.351,-1.793,10.23,5
2.132,-1.935,10.241,5
1.939,-2.029,10.268,5
1.765,-2.055,10.284,5
1.665,-2.027,10.327,4
1.624,-2.03,10.316,5
1.611,-2.004,10.35,5
1.584,-1.97,10.396,5
1.582,-1.931,10.425,5
1.6,-1.856,10.424,5
1.624,-1.796,10.425,5
1.722,-1.695,10.448,5
1.862,-1.597,10.525,5
2.048,-1.416,10.639,5
2.19,-1.187,10.822,5
2.329,-0.963,10.988,4
2.406,-0.767,11.157,5
2.496,-0.608,11.276,5
2.595,-0.489,11.323,5
2.634,-0.451,11.271,5
2.648,-0.483,11.143,5
2.627,-0.555,10.931,5
2.563,-0.709,10.594,5
2.452,-0.918,10.164,5
2.281,-1.121,9.824,5
2.043,-1.269,9.463,4
1.786,-1.403,9.134,5
1.527,-1.559,8.85,5
1.298,-1.711,8.627,5
1.029,-1.805,8.431,5
0.799,-1.873,8.297,5
0.593,-1.864,8.215,5
0.448,-1.821,8.185,5
0.337,-1.769,8.188,5
0.294,-1.671,8.17,5
0.235,-1.603,8.048,5
0.102,-1.506,7.819,4
0.009,-1.377,7.725,5
0.015,-1.266,7.607,5
0.108,-1.175,7.552,5
0.265,-1.102,7.485,5
0.464,-1.035,7.403,5
0.698,-1.026,7.223,5
0.898,-1.058,7.04,5
1.057,-1.104,6.851,5
1.104,-1.153,6.649,5
0.95,-1.164,6.45,4
0.758,-1.206,6.301,5
0.478,-1.284,6.212,5
0.271,-1.336,6.168,5
0.031,-1.382,6.167,5
-0.186,-1.44,6.239,5
-0.401,-1.576,6.343,5
-0.628,-1.775,6.435,5
-0.848,-1.982,6.543,5
-1.001,-2.163,6.657,5
-1.137,-2.339,6.708,5
-1.223,-2.488,6.735,4
-1.246,-2.621,6.733,5
-1.232,-2.717,6.721,5
-1.187,-2.747,6.732,5
-1.122,-2.703,6.862,5
-1.01,-2.606,7.118,5
-0.933,-2.437,7.454,5
-0.907,-2.228,7.954,5
-0.83,-1.99,8.437,5
-0.714,-1.814,8.873,5
-0.563,-1.698,9.225,4
-0.32,-1.643,9.516,5
0.065,-1.847,9.844,5
0.258,-1.814,9.988,5
0.376,-1.737,10.024,5
0.703,-1.726,9.89,5
1.031,-1.631,9.579,5
1.166,-1.477,9.13,5
1.036,-1.306,8.647,5
0.737,-1.198,8.151,5
0.417,-1.145,7.649,5
0.203,-1.213,7.266,4
0.073,-1.382,7.049,5
0.112,-1.582,7.01,5
0.281,-1.821,7.037,5
0.47,-2.045,7.107,5
0.698,-2.262,7.232,5
0.887,-2.431,7.442,5
1.105,-2.538,7.636,5
1.478,-2.638,7.787,5
1.841,-2.649,8.03,5
2.036,-2.608,8.244,5
2.171,-2.595,8.426,4
2.347,-2.578,8.678,5
2.471,-2.576,9.048,5
2.5,-2.571,9.485,5
2.481,-2.591,10.01,5
2.134,-2.693,11.211,5
1.72,-2.748,12.387,5
1.503,-2.797,13.048,5
1.346,-2.93,13.653,5
1.149,-3.101,14.306,5
0.886,-3.224,14.951,4
0.641,-3.255,15.5,5
0.465,-3.279,15.8,5
0.38,-3.273,15.882,5
0.345,-3.229,15.738,5
0.347,-3.118,15.407,5
0.336,-2.943,14.959,5
0.326,-2.748,14.476,5
0.363,-2.526,13.972,5
0.464,-2.283,13.512,5
0.647,-2.055,13.119,5
0.891,-1.806,12.643,4
1.153,-1.588,12.093,5
1.435,-1.385,11.56,5
1.7,-1.226,11.168,5
2.029,-1.186,11.061,5
2.146,-1.202,11.373,5
1.931,-1.107,11.855,5
1.782,-1.046,12.287,5
1.775,-1.019,12.662,5
1.782,-1.007,13.107,5
1.774,-1.036,13.489,5
1.748,-1.108,13.865,4
1.76,-1.279,14.143,5
1.774,-1.402,14.374,5
1.742,-1.57,14.5,5
1.734,-1.784,14.535,5
1.786,-2.003,14.444,5
1.946,-2.267,14.256,5
2.144,-2.521,14.017,5
2.386,-2.785,13.764,5
2.607,-2.953,13.548,5
2.846,-3.044,13.345,4
3.04,-3.02,13.071,5
3.164,-2.938,12.776,5
3.336,-2.853,12.43,5
3.558,-2.748,12.005,5
3.735,-2.618,11.485,5
3.933,-2.465,10.821,5
3.941,-2.2,10.047,5
3.561,-1.954,9.282,5
2.884,-1.68,8.592,5
2.177,-1.357,8.079,5
1.502,-1.02,7.806,4
0.458,-0.587,8.181,5
0.274,-0.237,8.048,5
0.477,0.034,8.017,5
0.412,0.11,8.387,5
0.443,-0.03,8.477,5
0.181,-0.517,8.813,5
-0.065,-0.957,9.153,5
-0.098,-1.527,8.714,5
0.117,-1.958,8.121,5
0.259,-2.354,7.844,4
0.281,-2.63,7.895,5
0.244,-2.639,8.061,5
0.281,-2.382,8.309,5
0.333,-1.981,8.677,5
0.41,-1.566,9.057,5
0.507,-1.2,9.342,5
0.678,-0.914,9.517,5
0.963,-0.666,9.603,5
1.365,-0.429,9.61,5
1.774,-0.22,9.644,5
2.179,-0.039,9.708,4
2.446,0.083,9.804,5
2.614,0.235,9.906,5
2.703,0.287,10.065,5
2.715,0.292,10.115,5
2.725,0.225,10.121,5
2.701,0.126,10.076,5
2.796,0.021,9.889,5
2.799,-0.153,9.717,5
2.652,-0.194,9.535,5
2.501,-0.21,9.333,5
2.267,-0.213,9.224,4
2.045,-0.26,9.132,5
1.77,-0.472,8.959,5
1.378,-0.95,8.787,5
1.384,-0.852,8.89,5
1.524,-0.587,9.012,5
1.678,-0.295,9.218,5
1.859,-0.051,9.395,5
2.025,-0.014,9.318,5
2.089,-0.091,9.18,5
2.102,-0.153,9.059,4
2.106,-0.215,8.935,5
2.081,-0.201,8.901,5
1.988,-0.165,8.9,5
1.888,-0.091,9.004,5
1.78,-0.043,9.113,5
1.718,0.004,9.254,5
1.688,0.023,9.428,5
1.756,0.023,9.602,5
1.923,0.024,9.833,5
2.145,0.025,9.961,5
2.38,0.024,10.151,4
2.609,0.027,10.314,5
2.805,0.022,10.466,5
3.01,-0.002,10.559,5
3.143,-0.048,10.54,5
3.259,-0.154,10.39,5
3.378,-0.333,10.159,5
3.463,-0.514,9.945,5
3.543,-0.656,9.82,5
3.582,-0.757,9.777,5
3.619,-0.827,9.786,4
3.585,-0.894,9.924,5
3.574,-1.034,10.362,5
3.685,-1.206,10.236,5
3.591,-1.361,10.218,5
3.409,-1.511,10.744,5
3.395,-1.623,11.173,5
3.39,-1.659,11.505,5
3.32,-1.657,11.849,5
3.196,-1.716,12.299,5
3.095,-1.85,12.685,5
3.035,-2.023,13.042,4
3.025,-2.187,13.271,5
2.965,-2.366,13.415,5
2.802,-2.536,13.441,5
2.575,-2.661,13.406,5
2.294,-2.704,13.272,5
1.993,-2.671,13.122,5
1.74,-2.56,12.898,5
1.59,-2.39,12.684,5
1.515,-2.22,12.492,5
1.514,-2.061,12.306,4
1.586,-1.919,12.104,5
1.702,-1.81,11.85,5
1.782,-1.711,11.575,5
1.834,-1.643,11.233,5
1.827,-1.552,10.805,5
1.78,-1.529,10.354,5
1.682,-1.487,9.906,5
1.573,-1.485,9.513,5
1.436,-1.528,9.032,5
1.257,-1.59,8.599,5
1.021,-1.718,8.204,4
0.79,-1.817,7.843,5
0.574,-1.967,7.549,5
0.339,-2.164,7.393,5
0.234,-2.365,7.282,5
0.086,-2.582,7.319,5
-0.187,-2.755,7.47,5
-0.46,-2.898,7.678,5
-0.631,-2.978,7.936,5
-0.679,-3.041,8.259,5
-0.594,-3.109,8.602,5
-0.371,-3.167,8.971,4
-0.071,-3.264,9.314,5
0.286,-3.326,9.627,5
0.704,-3.406,9.889,5
1.185,-3.434,10.134,5
1.653,-3.47,10.388,5
2.086,-3.498,10.595,5
2.464,-3.526,10.761,5
2.8,-3.552,10.871,5
3.108,-3.566,10.956,5
3.382,-3.571,11.027,4
3.652,-3.588,11.127,5
3.889,-3.594,11.223,5
4.047,-3.649,11.306,5
4.171,-3.682,11.404,5
4.228,-3.734,11.444,5
4.213,-3.772,11.504,5
4.169,-3.79,11.553,5
4.069,-3.807,11.568,5
4.0,-3.825,11.584,5
3.926,-3.83,11.596,5
3.823,-3.848,11.588,4
3.692,-3.875,11.53,5
3.579,-3.91,11.429,5
3.424,-3.936,11.28,5
3.309,-3.934,11.079,5
3.14,-3.938,10.845,5
2.985,-3.919,10.563,5
2.846,-3.876,10.266,5
2.726,-3.86,9.979,5
2.666,-3.833,9.726,5
2.684,-3.789,9.488,5
2.785,-3.728,9.348,4
3.027,-3.631,9.293,5
3.293,-3.535,9.297,5
3.579,-3.48,9.309,5
3.859,-3.432,9.381,5
4.124,-3.414,9.439,5
4.39,-3.44,9.461,5
4.658,-3.519,9.434,5
4.932,-3.626,9.34,5
5.203,-3.752,9.187,5
5.415,-3.867,9.022,4
5.566,-3.94,8.909,5
5.659,-3.974,8.909,5
5.757,-3.919,9.066,5
5.891,-3.846,9.347,5
6.053,-3.766,9.768,5
6.26,-3.678,10.323,5
6.544,-3.617,11.091,5
6.891,-3.581,11.972,5
7.273,-3.586,12.842,5
7.689,-3.629,13.709,5
8.096,-3.662,14.438,4
8.449,-3.724,14.985,5
8.714,-3.74,15.333,5
9.042,-3.721,15.549,5
9.286,-3.73,15.543,5
9.603,-3.812,15.376,5
10.075,-3.854,15.098,5
10.532,-3.911,14.715,5
10.918,-3.936,14.216,5
11.096,-3.907,13.665,5
11.114,-3.822,13.061,4
10.986,-3.74,12.532,5
10.778,-3.679,12.06,5
10.497,-3.594,11.742,5
10.225,-3.503,11.566,5
9.981,-3.437,11.514,5
9.781,-3.423,11.551,5
9.645,-3.473,11.559,5
9.536,-3.594,11.523,5
9.403,-3.706,11.489,5
9.225,-3.778,11.434,5
8.999,-3.788,11.337,4
8.725,-3.745,11.201,5
8.431,-3.662,11.01,5
8.159,-3.578,10.744,5
7.94,-3.458,10.409,5
