128,32,33
64,0,0
64,0,0
64,1,2
66,0,2
66,0,0
68,33,0
64,0,0
68,0,8
64,12,1
68,8,0
69,8,0
72,8,0
66,8,0
72,8,1
64,32,0
67,32,8
65,32,9
64,32,8
64,32,8
64,34,9
64,32,0
72,32,8
72,32,2
72,0,0
67,0,0
64,16,0
64,16,0
66,16,0
64,16,8
66,32,0
66,18,0
64,32,0
66,32,0
72,32,0
72,32,0
73,17,0
72,0,0
74,0,0
74,0,1
66,12,0
66,12,0
67,8,0
64,12,1
65,32,0
66,33,2
66,32,0
72,16,0
75,32,0
72,16,0
72,4,0
64,8,0
75,5,0
64,11,0
64,11,0
66,32,0
64,32,0
65,32,0
72,32,0
74,16,0
72,16,0
72,10,0
72,8,0
73,6,0
64,6,0
65,10,0
64,12,1
72,48,0
64,0,0
72,16,0
64,16,0
66,16,2
66,16,0
66,8,0
64,6,0
72,4,0
72,4,0
66,16,4
72,0,5
73,4,4
72,2,0
64,0,0
72,42,0
74,40,2
72,40,0
64,40,0
72,36,4
64,33,0
65,43,1
72,0,0
72,8,0
64,16,4
72,34,2
32,32,4
32,28,0
64,0,4
64,48,0
64,0,0
64,2,0
64,0,0
32,0,0
8,0,0
72,0,4
64,0,0
64,0,1
73,0,0
64,0,0
64,0,0
72,0,1
72,0,0
64,0,0
64,0,0
66,0,0
66,0,0
74,0,0
74,0,4
72,0,0
64,0,0
70,0,0
66,0,0
66,0,2
64,20,2
64,34,8
64,32,2
64,20,0
68,0,0
72,0,0
64,16,8
64,16,0
64,16,1
66,18,1
72,16,2
66,4,0
72,9,8
68,0,4
66,0,1
64,0,4
68,1,0
64,16,0
65,16,1
64,0,0
64,0,0
64,4,0
64,0,1
64,1,8
74,0,1
72,1,0
65,0,1
64,20,4
65,2,0
64,0,0
0,8,18
66,4,24
66,17,8
70,20,4
64,0,68
64,0,64
64,0,64
64,18,64
1,5,0
0,16,26
64,2,5
68,0,32
66,8,2
0,0,0
0,1,0
0,0,0
4,1,0
66,0,0
8,0,33
1,0,6
68,0,0
0,0,0
0,2,0
64,0,0
65,2,0
64,0,32
64,0,64
64,6,0
64,0,0
64,16,0
4,0,0
64,0,64
65,0,0
66,0,0
64,0,0
0,0,1
3,0,0
0,0,0
0,0,0
0,0,0
5,16,0
64,0,0
64,16,1
68,2,0
65,6,0
64,0,1
64,8,2
8,0,0
2,0,1
0,0,1
64,6,0
1,6,1
0,8,0
0,0,0
0,1,0
0,2,64
3,12,64
68,0,64
0,2,0
0,8,64
2,0,1
0,8,0
4,2,1
0,1,0
0,0,0
64,0,0
70,2,1
68,0,1
0,0,1
128,18,0
128,0,0
128,0,0
0,4,0
128,1,1
64,4,0
71,16,0
72,0,0
64,4,0
64,16,2
64,16,0
0,2,1
0,8,0
65,12,0
70,0,0
66,0,0
64,0,0
64,0,64
64,0,0
66,8,0
64,0,0
64,4,2
0,11,0
-62,10,0
0,8,0
2,0,64
-62,8,64
4,4,65
3,0,64
194,0,66
0,8,0
64,0,0
64,0,0
64,0,0
66,0,2
68,0,65
68,8,65
0,2,64
0,1,68
3,1,64
2,0,66
0,0,68
0,10,64
0,8,64
3,4,18
0,0,64
0,4,4
3,9,0
0,2,2
0,0,0
2,4,0
2,0,8
0,0,6
0,0,2
0,4,8
0,1,2
0,2,1
0,2,64
2,0,64
1,2,0
2,0,5
0,8,64
0,1,64
0,0,64
2,0,27
0,0,8
0,5,57
0,8,55
1,1,16
0,0,4
0,0,8
0,0,36
0,0,32
0,0,32
0,38,18
0,56,1
0,16,0
0,28,0
40,36,1
36,52,1
27,0,0
18,56,0
0,34,16
0,56,0
0,0,16
