10507,2,0.45,0.21,0.89,0,0,0,0
10554,2,0.45,0.23,0.88,0,0,0,0
10601,2,0.46,0.23,0.87,0,0,0,0
10648,2,0.44,0.22,0.85,0,0,0,0
10679,2,0,0,0,1006.8,0,0,0
10695,2,0.46,0.21,0.89,0,0,0,0
10742,2,0.44,0.2,0.9,0,0,0,0
10789,2,0.42,0.21,0.89,0,0,0,0
10835,2,0.43,0.21,0.91,0,0,0,0
10882,2,0.42,0.19,0.93,0,0,0,0
10929,2,0.42,0.18,0.91,0,0,0,0
10976,2,0.43,0.15,0.92,0,0,0,0
11023,2,0.41,0.15,0.91,0,0,0,0
11070,2,0.38,0.16,0.9,0,0,0,0
11117,2,0.39,0.19,0.87,0,0,0,0
11164,2,0.42,0.2,0.89,0,0,0,0
11179,2,0,0,0,1006.8,25.156,8.75,99.99
11226,2,0.43,0.19,0.91,0,0,0,0
11273,2,0.43,0.19,0.92,0,0,0,0
11320,2,0.41,0.19,0.92,0,0,0,0
11367,2,0.41,0.19,0.92,0,0,0,0
11414,2,0.41,0.18,0.89,0,0,0,0
11460,2,0.41,0.2,0.89,0,0,0,0
11507,2,0.39,0.18,0.88,0,0,0,0
11554,2,0.36,0.19,0.91,0,0,0,0
11601,2,0.3,0.19,0.93,0,0,0,0
11648,2,0.34,0.16,0.95,0,0,0,0
11679,2,0,0,0,1006.82,0,0,0
11695,2,0.37,0.14,0.93,0,0,0,0
11742,2,0.37,0.11,0.94,0,0,0,0
11789,2,0.34,0.1,0.93,0,0,0,0
11835,2,0.36,0.1,0.97,0,0,0,0
11882,2,0.33,0.08,0.97,0,0,0,0
11929,2,0.34,0.05,0.95,0,0,0,0
11976,2,0.36,0.04,0.97,0,0,0,0
12023,2,0.33,0,0.94,0,0,0,0
12070,2,0.34,-0.04,0.98,0,0,0,0
12117,2,0.33,-0.04,0.95,0,0,0,0
12164,2,0.32,0,0.91,0,0,0,0
12179,2,0,0,0,1006.79,25.218,10.28,99.99
12226,2,0.27,0.04,0.98,0,0,0,0
12273,2,0.3,-0.02,0.98,0,0,0,0
12320,2,0.29,-0.01,0.92,0,0,0,0
12367,2,0.29,-0.02,0.87,0,0,0,0
12414,2,0.31,0,1,0,0,0,0
12460,2,0.39,-0.04,1.09,0,0,0,0
12507,2,0.31,-0.03,1,0,0,0,0
12554,2,0.28,-0.01,0.96,0,0,0,0
12601,2,0.32,-0.01,0.9,0,0,0,0
12648,2,0.28,0,0.97,0,0,0,0
12679,2,0,0,0,1006.83,0,0,0
12695,2,0.29,0.01,0.95,0,0,0,0
12742,2,0.28,0,0.96,0,0,0,0
12789,2,0.29,0,0.98,0,0,0,0
12835,2,0.29,0.01,0.97,0,0,0,0
12882,2,0.31,0,0.98,0,0,0,0
12929,2,0.31,0,0.97,0,0,0,0
12976,2,0.31,0.01,0.96,0,0,0,0
13023,2,0.3,0.02,0.96,0,0,0,0
13070,2,0.3,0.03,0.95,0,0,0,0
13117,2,0.3,0.03,0.96,0,0,0,0
13164,2,0.29,0.03,0.95,0,0,0,0
13179,2,0,0,0,1006.78,25.25,9.7,99.99
13226,2,0.32,0.02,0.97,0,0,0,0
